"*2444.00.0000*","","","11/9/2011","9-Nov-2011","14:17:00","","877","25","877 days","5","11/30/2011","2","2444.00.0000","2444","2444","","","","","","","","RABBIT SLOUGH","RS","30","9","30 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","stock - Rabbit Slough","100 %","100 %","",""
"*2445.00.0000*","","","11/1/2011","1-Nov-2011","1610:00:00","","885","3","885 days","5","11/22/2011","2","2445.00.0000","2445","2445","","","","","","","","BOOT LAKE","BT","5","5","100 %","","","","","","","","","","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","GFP threespine","100 %","100 %","",""
"*2446.00.0000*","","","11/9/2011","9-Nov-2011","1800:00:00","","877","25","877 days","5","11/30/2011","2","2446.00.0000","2446","2446","","","","","","","","BOOT LAKE/RABBIT SLOUGH","BT/RS","13","13","100 %","","","","","","","","","","0","","","error","","","","error","","100 %","100 %","",""
"*2447.00.0000*","","","11/3/2011","3-Nov-2011","1800:00:00","","883","1","883 days","5","11/24/2011","2","2447.00.0000","2447","2447","","","","","","","","BOOT LAKE","BT","4","4","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","GFP","100 %","100 %","",""
"*2448.00.0000*","","","11/4/2011","4-Nov-2011","2000:00:00","","882","0","882 days","5","11/25/2011","2","2448.00.0000","2448","2448","","","","","","","","BOOT LAKE","BT","8","8","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","Bt GFP-OSX","100 %","100 %","",""
"*2449.00.0000*","","","11/9/2011","9-Nov-2011","1800:00:00","","877","25","877 days","5","11/30/2011","2","2449.00.0000","2449","2449","","","","","","","","BOOT LAKE","BT","13","13","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","Bt GFP-OSX","100 %","100 %","",""
"*2450.00.0000*","","","11/11/2011","11-Nov-2011","1640:00:00","","875","23","875 days","5","12/2/2011","2","2450.00.0000","2450","2450","","","","","","","","BOOT LAKE","BT","10","10","100 %","","","","","","","","","NOT PRESENT","1","BOOT LAKE ix","BT ix","error","","","","error","Bt GFP-OSX","100 %","100 %","",""
"*2451.00.0000*","","","","wild-caught","","","","","wild-caught","","","","2451.00.0000","2451","2451","","","","","","","Capture Details","MIDDLETON ISLAND SITE 12","MDO SITE 12","50","","0 %","","","","","","","","","NOT PRESENTCaught 2011 E Lescak","","MIDDLETON ISLAND SITE 12 ix","MDO SITE 12 ix","error","","","","error","wc - middleton island site 12","","","",""
"*2452.00.0000*","","","11/17/2011","17-Nov-2011","1900:00:00","","869","17","869 days","5","12/8/2011","2","2452.00.0000","2452","2452","","","","","","","","BOOT LAKE","BT","13","13","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","boot - GFP osterix","100 %","100 %","",""
"*2453.00.0000*","","","11/18/2011","18-Nov-2011","18:05:00","","868","16","868 days","5","12/9/2011","2","2453.00.0000","2453","2453","","","","","","","","RABBIT SLOUGH","RS","70","54","77 %","","","","","","","","","NOT PRESENT","1","RABBIT SLOUGH ix","RS ix","[stck-dead]  error","","[stck-dead]","","error","rabbit slough","100 %","100 %","",""
"*2454.00.0000*","","","11/18/2011","18-Nov-2011","18:30:00","","868","16","868 days","5","12/9/2011","2","2454.00.0000","2454","2454","","","","","","","","BOOT LAKE","BT","20","20","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","boot gfp  osx","100 %","100 %","",""
"*2455.00.0000*","","","11/25/2011","25-Nov-2011","2100:00:00","","861","9","861 days","5","12/16/2011","2","2455.00.0000","2455","2455","","","","","","","","BOOT LAKE","BT","14","14","100 %","","","","","","","","","NOT PRESENT","1","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","Bt GFP-OSX","100 %","100 %","",""
"*2456.00.0000*","","","11/28/2011","28-Nov-2011","1745:00:00","","858","6","858 days","5","12/19/2011","2","2456.00.0000","2456","2456","","","","","","","","BOOT LAKE","BT","40","40","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","boot - GFP osterix","100 %","100 %","",""
"*2457.00.0000*","","","11/29/2011","29-Nov-2011","2100:00:00","","857","5","857 days","5","12/20/2011","2","2457.00.0000","2457","2457","","","","","","","","BOOT LAKE","BT","25","25","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","boot - GFP osterix","100 %","100 %","",""
"*2458.00.0000*","","","12/1/2011","1-Dec-2011","13:05:00","","855","3","855 days","4","12/22/2011","2","2458.00.0000","2458","2458","","","","","","","","BOOT LAKE","BT","38","34","89 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot","100 %","100 %","",""
"*2459.00.0000*","","","12/1/2011","1-Dec-2011","13:25:00","","855","3","855 days","4","12/22/2011","2","2459.00.0000","2459","2459","","","","","","","","BOOT LAKE","BT","108","68","63 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot","100 %","100 %","",""
"*2460.00.0000*","","","12/1/2011","1-Dec-2011","12:25:00","","855","3","855 days","4","12/22/2011","2","2460.00.0000","2460","2460","","","","","","","","RABBIT SLOUGH","RS","123","112","91 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","stock - Rabbit Slough","100 %","100 %","",""
"*2461.00.0000*","","","12/1/2011","1-Dec-2011","13:45:00","","855","3","855 days","4","12/22/2011","2","2461.00.0000","2461","2461","","","","","","","","BOOT LAKE","BT","220","183","83 %","","","","","","","","","NOT PRESENT","1","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","inbred - boot","100 %","100 %","",""
"*2462.00.0000*","","","12/13/2011","13-Dec-2011","10:15:00","","843","21","843 days","4","1/3/2012","2","2462.00.0000","2462","2462","","","","","","","","RABBIT SLOUGH","RS","59","38","64 %","","","","","","","","","NOT PRESENTmom not individualized","0","RABBIT SLOUGH ix","RS ix","error","","","","error","stock - Rabbit Slough","100 %","100 %","",""
"*2463.00.0000*","","","12/13/2011","13-Dec-2011","10:15:00","","843","21","843 days","4","1/3/2012","2","2463.00.0000","2463","2463","","","","","","","","RABBIT SLOUGH","RS","49","30","61 %","","","","","","","","","NOT PRESENTmom not individualized","0","RABBIT SLOUGH ix","RS ix","error","","","","error","stock - Rabbit Slough","100 %","100 %","",""
"*2464.00.0000*","","","12/15/2011","15-Dec-2011","10:30:00","","841","19","841 days","4","1/5/2012","2","2464.00.0000","2464","2464","","","","","","","","CUSHMAN SLOUGH","CUSH SLGH","120","120","100 %","","","","","","","","","NOT PRESENT","0","CUSHMAN SLOUGH ix","CUSH SLGH ix","error","","","","error","stock - cushman, pos guanine mut","100 %","100 %","",""
"*2465.00.0000*","","","12/15/2011","15-Dec-2011","10:30:00","","841","19","841 days","4","1/5/2012","2","2465.00.0000","2465","2465","","","","","","","","BOOT LAKE","BT","176","160","91 %","","","","","","","","","NOT PRESENT","1","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","inbred - boot","100 %","100 %","",""
"*2466.00.0000*","","","12/19/2011","19-Dec-2011","11:00:00","","837","15","837 days","4","1/9/2012","2","2466.00.0000","2466","2466","","","","","","","","BOOT LAKE","BT","50","50","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[stck-dead]  error","","[stck-dead]","","error","stock - Boot","100 %","100 %","",""
"*2467.00.0000*","","","12/19/2011","19-Dec-2011","11:00:00","","837","15","837 days","4","1/9/2012","2","2467.00.0000","2467","2467","","","","","","","","RABBIT SLOUGH","RS","50","50","100 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","stock - Rabbit Slough","100 %","100 %","",""
"*2468.00.0000*","","","1/20/2012","20-Jan-2012","15:00:00","","805","14","805 days","3","2/10/2012","2","2468.00.0000","2468","2468","","","","","","","","BOOT LAKE/CUSHMAN SLOUGH","BT/CUSH SLGH","50","50","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE X CUSHMAN SLOUGH","BT X CUSH SLGH","error","","","","error","F1 - boot x cushman","100 %","100 %","",""
"*2469.00.0000*","","","1/23/2012","23-Jan-2012","14:00:00","","802","11","802 days","3","2/13/2012","2","2469.00.0000","2469","2469","","","","","","","","BOOT LAKE","BT","100","100","100 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot","100 %","100 %","",""
"*2470.00.0000*","","","","wild-caught","","","","","wild-caught","","","","2470.00.0000","2470","2470","","","","","","","Capture Details","MIDDLETON ISLAND SITE 8","MDO SITE 8","50","","0 %","","","","","","","","","NOT PRESENT","","MIDDLETON ISLAND SITE 8 ix","MDO SITE 8 ix","error","","","","error","wc - middleton #8","","","",""
"*2471.00.0000*","","","1/31/2011","31-Jan-2011","13:30:00","","1159","3","1159 days","3","2/21/2011","3","2471.00.0000","2471","2471","","","","","","","","RABBIT SLOUGH","RS","50","15","30 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","error","","","","error","stock - Rabbit Slough","100 %","100 %","",""
"*2472.00.0000*","","","2/9/2012","9-Feb-2012","12:50:00","","785","25","785 days","2","3/1/2012","2","2472.00.0000","2472","2472","","","","","","","","BOOT LAKE","BT","120","118","98 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock- Boot Lake","100 %","100 %","",""
"*2473.00.0000*","","","2/14/2012","14-Feb-2012","11:30:00","","780","20","780 days","2","3/6/2012","2","2473.00.0000","2473","2473","","","","","","","","RABBIT SLOUGH","RS","63","28","44 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","[indv-dead]","","","","[indv-dead]","stock - Rabbit Slough","100 %","100 %","",""
"*2474.00.0000*","","","2/22/2012","22-Feb-2012","11:30:00","","772","12","772 days","2","3/14/2012","2","2474.00.0000","2474","2474","","","","","","","","RABBIT SLOUGH","RS","90","30","33 %","","","","","","","","","NOT PRESENT","0","RABBIT SLOUGH ix","RS ix","[indv-dead]","","","","[indv-dead]","stock - Rabbit Slough","100 %","100 %","",""
"*2475.00.0000*","","","2/29/2012","29-Feb-2012","10:20:00","","765","5","765 days","2","3/21/2012","2","2475.00.0000","2475","2475","","","","","","","","BOOT LAKE","BT","100","95","95 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - Boot Lake","100 %","100 %","",""
"*2476.00.0000*","","","3/2/2012","2-Mar-2012","10:30:00","","763","2","763 days","1","3/23/2012","2","2476.00.0000","2476","2476","","","","","","","","BOOT LAKE","BT","160","120","75 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","error","","","","error","stock - Boot","100 %","100 %","",""
"*2477.00.0000*","","","3/7/2012","7-Mar-2012","11:00:00","","758","27","758 days","1","3/28/2012","2","2477.00.0000","2477","2477","","","","","","","","BOOT LAKE","BT","130","110","85 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","stock - Boot","100 %","100 %","",""
"*2478.00.0000*","","","3/14/2012","14-Mar-2012","11:20:00","","751","20","751 days","1","4/4/2012","2","2478.00.0000","2478","2478","","","","","","","","BEAR PAW LAKE/RABBIT SLOUGH","BP/RS","100","70","70 %","","","","","","","","","NOT PRESENT","1","BEAR PAW LAKE/RABBIT SLOUGH ix","BP/RS ix","error","","","","error","F2 - bear paw x rabbit slough","100 %","100 %","",""
"*2479.00.0000*","","","4/4/2012","4-Apr-2012","14:00:00","","730","0","730 days","0","4/25/2012","2","2479.00.0000","2479","2479","","","","","","","","MILLPORT SLOUGH","MILLPORT SLOUGH","60","50","83 %","","","","","","","","","NOT PRESENT","1","MILLPORT SLOUGH ix","MILLPORT SLOUGH ix","error","","","","error","Stock- Millport slough","100 %","100 %","",""
"*2480.00.0000*","","","4/20/2012","20-Apr-2012","11:50:00","","714","14","714 days","0","5/11/2012","2","2480.00.0000","2480","2480","","","","","","","","BOOT LAKE/RABBIT SLOUGH","BT/RS","140","80","57 %","","","","","","","","","NOT PRESENT","0","BOOT LAKE X RABBIT SLOUGH","BT X RS","error","","","","error","Susie's fish","100 %","100 %","",""
"*2481.00.0000*","","","4/16/2012","16-Apr-2012","14:30:00","","718","18","718 days","0","5/7/2012","2","2481.00.0000","2481","2481","","","","","","","","BOOT LAKE","BT","100","70","70 %","","","","","","","","","NOT PRESENT","1","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","Stock- Boot ","100 %","100 %","",""
"*2482.00.0000*","","","4/25/2012","25-Apr-2012","11:00:00","","709","9","709 days","0","5/16/2012","2","2482.00.0000","2482","2482","","","","","","","","BOOT LAKE","BT","70","30","43 %","","","","","","","","","NOT PRESENT","1","BOOT LAKE ix","BT ix","error","","","","error","Boot; inbreeding KA","100 %","100 %","",""
"*2483.00.0000*","","","4/25/2012","25-Apr-2012","11:00:00","","709","9","709 days","0","5/16/2012","2","2483.00.0000","2483","2483","","","","","","","","RABBIT SLOUGH","RS","100","90","90 %","","","","","","","","","NOT PRESENT","1","RABBIT SLOUGH ix","RS ix","[indv-dead]","","","","[indv-dead]","stock- Rabbit Slough ","100 %","100 %","",""
"*2484.00.0000*","","","5/7/2012","7-May-2012","12:15:00","","697","27","697 days","11","5/28/2012","1","2484.00.0000","2484","2484","","","","","","","","MILLPORT SLOUGH","MILLPORT SLOUGH","100","90","90 %","","","","","","","","","NOT PRESENT","1","MILLPORT SLOUGH ix","MILLPORT SLOUGH ix","error","","","","error","stock - millport slough","100 %","100 %","",""
"*2485.00.0000*","","","5/15/2012","15-May-2012","13:00:00","","689","19","689 days","11","6/5/2012","1","2485.00.0000","2485","2485","","","","","","","","MILLPORT SLOUGH","MILLPORT SLOUGH","100","90","90 %","","","","","","","","","NOT PRESENT","1","MILLPORT SLOUGH ix","MILLPORT SLOUGH ix","error","","","","error","Millport slough","100 %","100 %","",""
"*2486.00.0000*","","","5/6/2012","6-May-2012","16:30:00","","698","28","698 days","11","5/27/2012","1","2486.00.0000","2486","2486","","","","","","","","BOOT LAKE","BT","100","50","50 %","","","","","","","","","NOT PRESENT","1","BOOT LAKE ix","BT ix","[indv-dead]","","","","[indv-dead]","Stock-Boot","100 %","100 %","",""
"*2487.00.0000*","","","5/6/2012","6-May-2012","16:30:00","","698","28","698 days","11","5/27/2012","1","2487.00.0000","2487","2487","","","","","","","","BOOT LAKE","BT","100","100","100 %","","","","","","","","","NOT PRESENT","1","BOOT LAKE ix","BT ix","[stck-dead]  [indv-dead]","","[stck-dead]","","[indv-dead]","Stock-Boot","100 %","100 %","",""
"*2488.00.0000*","","","","","","","","","wild-caught","","","","2488.00.0000","2488","2488","","","","","","","Capture Details","UPPER FIRE LAKE","UPFIRELK","50","","0 %","","","","","","","","","NOT PRESENTCollected May 2012 Emily Lescak","","UPPER FIRE LAKE ix","UPFIRELK ix","error","","","","error","wc - Upper Fire Lk","","","",""
"*2489.00.0000*","","","5/17/2012","17-May-2012","15:30:00","","687","17","687 days","11","6/7/2012","1","2489.00.0000","2489","2489","","","","","","","","RABBIT SLOUGH","RS","50","20","40 %","","","","","","","","","NOT PRESENT","1","RABBIT SLOUGH ix","RS ix","[indv-dead]","","","","[indv-dead]","stock- Rabbit Slough","100 %","100 %","",""
"*2490.00.0000*","","","5/18/2012","18-May-2012","16:45:00","","686","16","686 days","11","6/8/2012","1","2490.00.0000","2490","2490","","","","","","","","BOOT LAKE","BT","70","60","86 %","","","","","","","","","","1","BOOT LAKE ix","BT ix","error","","","","error","Stock- Boot","100 %","100 %","",""
"*2491.00.0000*","","","5/31/2012","31-May-2012","9:20:00","","673","3","673 days","11","6/21/2012","1","2491.00.0000","2491","2491","","","","","","","","BOOT LAKE","BT","84","84","100 %","","","","","","","","","","0","BOOT LAKE ix","BT ix","[stck-dead]  [indv-dead]","","[stck-dead]","","[indv-dead]","stock - Boot","100 %","100 %","",""
"*2492.00.0000*","","","5/31/2012","31-May-2012","9:30:00","","673","3","673 days","11","6/21/2012","1","2492.00.0000","2492","2492","","","","","","","","BEAR PAW LAKE","BP","63","62","98 %","","","","","","","","","","0","BEAR PAW LAKE ix","BP ix","error","","","","error","stock - Bear Paw","100 %","100 %","",""
"*2493.00.0000*","","","6/12/2012","12-Jun-2012","9:20:00","","661","22","661 days","10","7/3/2012","1","2493.00.0000","2493","2493","","","","","","","","MILLPORT SLOUGH","MILLPORT SLOUGH","136","136","100 %","","","","","","","","","","0","MILLPORT SLOUGH ix","MILLPORT SLOUGH ix","error","","","","error","stock - millport slough","100 %","100 %","",""
